Date,Description,Details,Reference Number,Check Number,Withdrawals,Debits,Payments,Deposits,Credits,Amount,Balance,Running Balance,Transaction Type,Currency
2025-01-23,Settlement from GoCardless,Processor Payout Batch,SET-20250119-GoCardless-N/A-AUD,,0,0,0,60997.06,60997.06,60997.06,64356785.87999992,64356785.87999992,ACH,AUD
2025-01-23,Settlement from GoCardless,Processor Payout Batch,SET-20250119-GoCardless-N/A-CAD,,0,0,0,85668.03,85668.03,85668.03,64442453.90999992,64442453.90999992,ACH,CAD
2025-01-23,Settlement from GoCardless,Processor Payout Batch,SET-20250119-GoCardless-N/A-EUR,,0,0,0,125068.26,125068.26,125068.26,64567522.16999992,64567522.16999992,ACH,EUR
2025-01-23,Settlement from GoCardless,Processor Payout Batch,SET-20250119-GoCardless-N/A-GBP,,0,0,0,80105.6,80105.6,80105.6,64647627.76999992,64647627.76999992,ACH,GBP
2025-01-23,Settlement from GoCardless,Processor Payout Batch,SET-20250119-GoCardless-N/A-USD,,0,0,0,696299.76,696299.76,696299.76,65343927.52999992,65343927.52999992,ACH,USD
2025-01-23,Settlement from PayPal,Processor Payout Batch,SET-20250119-PayPal-N/A-AUD,,0,0,0,90123.54,90123.54,90123.54,65434051.06999992,65434051.06999992,ACH,AUD
2025-01-23,Settlement from PayPal,Processor Payout Batch,SET-20250119-PayPal-N/A-CAD,,0,0,0,71337.95,71337.95,71337.95,65505389.01999992,65505389.01999992,ACH,CAD
2025-01-23,Settlement from ClientLine,Processor Payout Batch,SET-20250119-ClientLine-Visa-CAD,,0,0,0,13762.89,13762.89,13762.89,65519151.90999992,65519151.90999992,ACH,CAD
2025-01-24,Settlement from ClientLine,Processor Payout Batch,SET-20250122-ClientLine-Visa-USD,,0,0,0,221508.48,221508.48,221508.48,65740660.38999992,65740660.38999992,ACH,USD
2025-01-24,Settlement from GoCardless,Processor Payout Batch,SET-20250122-GoCardless-N/A-AUD,,0,0,0,75578.58,75578.58,75578.58,65816238.96999992,65816238.96999992,ACH,AUD
2025-01-24,Settlement from GoCardless,Processor Payout Batch,SET-20250122-GoCardless-N/A-CAD,,0,0,0,65220.42,65220.42,65220.42,65881459.38999992,65881459.38999992,ACH,CAD
2025-01-24,Settlement from GoCardless,Processor Payout Batch,SET-20250122-GoCardless-N/A-EUR,,0,0,0,139708.87,139708.87,139708.87,66021168.259999916,66021168.259999916,ACH,EUR
2025-01-24,Settlement from GoCardless,Processor Payout Batch,SET-20250122-GoCardless-N/A-USD,,0,0,0,621591.25,621591.25,621591.25,66642759.509999916,66642759.509999916,ACH,USD
2025-01-24,Settlement from PayPal,Processor Payout Batch,SET-20250122-PayPal-N/A-USD,,0,0,0,642903.77,642903.77,642903.77,67285663.27999991,67285663.27999991,ACH,USD
2025-01-24,Settlement from PayPal,Processor Payout Batch,SET-20250122-PayPal-N/A-CAD,,0,0,0,85912.99,85912.99,85912.99,67371576.2699999,67371576.2699999,ACH,CAD
2025-01-24,Settlement from PayPal,Processor Payout Batch,SET-20250122-PayPal-N/A-EUR,,0,0,0,149728.14,149728.14,149728.14,67521304.4099999,67521304.4099999,ACH,EUR
2025-01-24,Settlement from PayPal,Processor Payout Batch,SET-20250122-PayPal-N/A-GBP,,0,0,0,124793.81,124793.81,124793.81,67646098.21999991,67646098.21999991,ACH,GBP
2025-01-24,Settlement from ClientLine,Processor Payout Batch,SET-20250122-ClientLine-Visa-GBP,,0,0,0,49690.73,49690.73,49690.73,67695788.94999991,67695788.94999991,ACH,GBP
2025-01-24,Settlement from PayPal,Processor Payout Batch,SET-20250122-PayPal-N/A-AUD,,0,0,0,74438.23,74438.23,74438.23,67770227.17999992,67770227.17999992,ACH,AUD
2025-01-24,Settlement from ClientLine,Processor Payout Batch,SET-20250122-ClientLine-Visa-EUR,,0,0,0,46992.22,46992.22,46992.22,67817219.39999992,67817219.39999992,ACH,EUR
2025-01-24,Settlement from GoCardless,Processor Payout Batch,SET-20250122-GoCardless-N/A-GBP,,0,0,0,140377.37,140377.37,140377.37,67957596.76999992,67957596.76999992,ACH,GBP
2025-01-24,Settlement from ClientLine,Processor Payout Batch,SET-20250122-ClientLine-Visa-AUD,,0,0,0,36934.47,36934.47,36934.47,67994531.23999992,67994531.23999992,ACH,AUD
2025-01-24,Settlement from Amex,Processor Payout Batch,SET-20250122-Amex-Amex-CAD,,0,0,0,29907.6,29907.6,29907.6,68024438.83999991,68024438.83999991,ACH,CAD
2025-01-24,Settlement from Amex,Processor Payout Batch,SET-20250122-Amex-Amex-EUR,,0,0,0,53040.66,53040.66,53040.66,68077479.49999991,68077479.49999991,ACH,EUR
2025-01-24,Settlement from Amex,Processor Payout Batch,SET-20250122-Amex-Amex-GBP,,0,0,0,37840.68,37840.68,37840.68,68115320.17999992,68115320.17999992,ACH,GBP
2025-01-24,Settlement from Amex,Processor Payout Batch,SET-20250122-Amex-Amex-USD,,0,0,0,223624.93,223624.93,223624.93,68338945.10999992,68338945.10999992,ACH,USD
2025-01-24,Settlement from ClientLine,Processor Payout Batch,SET-20250122-ClientLine-Mastercard-AUD,,0,0,0,31448.67,31448.67,31448.67,68370393.77999993,68370393.77999993,ACH,AUD
2025-01-24,Settlement from Amex,Processor Payout Batch,SET-20250122-Amex-Amex-AUD,,0,0,0,25034.69,25034.69,25034.69,68395428.46999992,68395428.46999992,ACH,AUD
2025-01-24,Settlement from ClientLine,Processor Payout Batch,SET-20250122-ClientLine-Mastercard-CAD,,0,0,0,21820.33,21820.33,21820.33,68417248.79999992,68417248.79999992,ACH,CAD
2025-01-24,Settlement from ClientLine,Processor Payout Batch,SET-20250122-ClientLine-Mastercard-EUR,,0,0,0,47533.42,47533.42,47533.42,68464782.21999992,68464782.21999992,ACH,EUR
2025-01-24,Settlement from ClientLine,Processor Payout Batch,SET-20250122-ClientLine-Mastercard-GBP,,0,0,0,28237.53,28237.53,28237.53,68493019.74999993,68493019.74999993,ACH,GBP
2025-01-24,Settlement from ClientLine,Processor Payout Batch,SET-20250122-ClientLine-Mastercard-USD,,0,0,0,198760.03,198760.03,198760.03,68691779.77999993,68691779.77999993,ACH,USD
2025-01-24,Settlement from ClientLine,Processor Payout Batch,SET-20250122-ClientLine-Visa-CAD,,0,0,0,27399.58,27399.58,27399.58,68719179.35999992,68719179.35999992,ACH,CAD
2025-01-27,Settlement from GoCardless,Processor Payout Batch,SET-20250123-GoCardless-N/A-AUD,,0,0,0,80726.04,80726.04,80726.04,68799905.39999993,68799905.39999993,ACH,AUD
2025-01-27,Settlement from GoCardless,Processor Payout Batch,SET-20250123-GoCardless-N/A-CAD,,0,0,0,69160.37,69160.37,69160.37,68869065.76999994,68869065.76999994,ACH,CAD
2025-01-27,Settlement from GoCardless,Processor Payout Batch,SET-20250123-GoCardless-N/A-EUR,,0,0,0,107635.91,107635.91,107635.91,68976701.67999993,68976701.67999993,ACH,EUR
2025-01-27,Settlement from GoCardless,Processor Payout Batch,SET-20250123-GoCardless-N/A-GBP,,0,0,0,108197.62,108197.62,108197.62,69084899.29999994,69084899.29999994,ACH,GBP
2025-01-27,Settlement from GoCardless,Processor Payout Batch,SET-20250123-GoCardless-N/A-USD,,0,0,0,590913.88,590913.88,590913.88,69675813.17999993,69675813.17999993,ACH,USD
2025-01-27,Settlement from PayPal,Processor Payout Batch,SET-20250123-PayPal-N/A-CAD,,0,0,0,63191.39,63191.39,63191.39,69739004.56999993,69739004.56999993,ACH,CAD
2025-01-27,Settlement from PayPal,Processor Payout Batch,SET-20250123-PayPal-N/A-EUR,,0,0,0,125593.58,125593.58,125593.58,69864598.14999993,69864598.14999993,ACH,EUR
2025-01-27,Settlement from PayPal,Processor Payout Batch,SET-20250123-PayPal-N/A-GBP,,0,0,0,135918.16,135918.16,135918.16,70000516.30999993,70000516.30999993,ACH,GBP
2025-01-27,Settlement from PayPal,Processor Payout Batch,SET-20250123-PayPal-N/A-USD,,0,0,0,597022.09,597022.09,597022.09,70597538.39999993,70597538.39999993,ACH,USD
2025-01-27,Settlement from ClientLine,Processor Payout Batch,SET-20250123-ClientLine-Visa-USD,,0,0,0,239894.5,239894.5,239894.5,70837432.89999993,70837432.89999993,ACH,USD
2025-01-27,Settlement from PayPal,Processor Payout Batch,SET-20250123-PayPal-N/A-AUD,,0,0,0,73930.96,73930.96,73930.96,70911363.85999992,70911363.85999992,ACH,AUD
2025-01-27,Settlement from ClientLine,Processor Payout Batch,SET-20250123-ClientLine-Visa-GBP,,0,0,0,34776.38,34776.38,34776.38,70946140.23999992,70946140.23999992,ACH,GBP
2025-01-27,Settlement from ClientLine,Processor Payout Batch,SET-20250123-ClientLine-Visa-EUR,,0,0,0,44775.72,44775.72,44775.72,70990915.95999992,70990915.95999992,ACH,EUR
2025-01-27,Settlement from ClientLine,Processor Payout Batch,SET-20250123-ClientLine-Visa-CAD,,0,0,0,22134.0,22134.0,22134.0,71013049.95999992,71013049.95999992,ACH,CAD
2025-01-27,Settlement from Amex,Processor Payout Batch,SET-20250123-Amex-Amex-CAD,,0,0,0,38995.17,38995.17,38995.17,71052045.12999992,71052045.12999992,ACH,CAD
2025-01-27,Settlement from Amex,Processor Payout Batch,SET-20250123-Amex-Amex-EUR,,0,0,0,38023.71,38023.71,38023.71,71090068.83999991,71090068.83999991,ACH,EUR
2025-01-27,Settlement from Amex,Processor Payout Batch,SET-20250123-Amex-Amex-GBP,,0,0,0,20224.67,20224.67,20224.67,71110293.50999992,71110293.50999992,ACH,GBP
2025-01-27,Settlement from Amex,Processor Payout Batch,SET-20250123-Amex-Amex-USD,,0,0,0,217395.27,217395.27,217395.27,71327688.77999991,71327688.77999991,ACH,USD
2025-01-27,Settlement from ClientLine,Processor Payout Batch,SET-20250123-ClientLine-Mastercard-AUD,,0,0,0,47901.1,47901.1,47901.1,71375589.8799999,71375589.8799999,ACH,AUD
2025-01-27,Settlement from Amex,Processor Payout Batch,SET-20250123-Amex-Amex-AUD,,0,0,0,19787.71,19787.71,19787.71,71395377.5899999,71395377.5899999,ACH,AUD
2025-01-27,Settlement from ClientLine,Processor Payout Batch,SET-20250123-ClientLine-Mastercard-EUR,,0,0,0,36079.22,36079.22,36079.22,71431456.8099999,71431456.8099999,ACH,EUR
2025-01-27,Settlement from ClientLine,Processor Payout Batch,SET-20250123-ClientLine-Mastercard-GBP,,0,0,0,23417.34,23417.34,23417.34,71454874.1499999,71454874.1499999,ACH,GBP
2025-01-27,Settlement from ClientLine,Processor Payout Batch,SET-20250123-ClientLine-Mastercard-USD,,0,0,0,173616.82,173616.82,173616.82,71628490.9699999,71628490.9699999,ACH,USD
2025-01-27,Settlement from ClientLine,Processor Payout Batch,SET-20250123-ClientLine-Visa-AUD,,0,0,0,45103.98,45103.98,45103.98,71673594.9499999,71673594.9499999,ACH,AUD
2025-01-27,Settlement from ClientLine,Processor Payout Batch,SET-20250123-ClientLine-Mastercard-CAD,,0,0,0,25421.93,25421.93,25421.93,71699016.8799999,71699016.8799999,ACH,CAD
2025-01-28,Settlement from GoCardless,Processor Payout Batch,SET-20250124-GoCardless-N/A-AUD,,0,0,0,99205.59,99205.59,99205.59,71798222.46999991,71798222.46999991,ACH,AUD
2025-01-28,Settlement from GoCardless,Processor Payout Batch,SET-20250124-GoCardless-N/A-CAD,,0,0,0,53587.22,53587.22,53587.22,71851809.68999991,71851809.68999991,ACH,CAD
2025-01-28,Settlement from GoCardless,Processor Payout Batch,SET-20250124-GoCardless-N/A-EUR,,0,0,0,149216.7,149216.7,149216.7,72001026.38999991,72001026.38999991,ACH,EUR
2025-01-28,Settlement from GoCardless,Processor Payout Batch,SET-20250124-GoCardless-N/A-GBP,,0,0,0,90253.85,90253.85,90253.85,72091280.2399999,72091280.2399999,ACH,GBP
2025-01-28,Settlement from GoCardless,Processor Payout Batch,SET-20250124-GoCardless-N/A-USD,,0,0,0,567959.47,567959.47,567959.47,72659239.7099999,72659239.7099999,ACH,USD
2025-01-28,Settlement from PayPal,Processor Payout Batch,SET-20250124-PayPal-N/A-CAD,,0,0,0,56311.02,56311.02,56311.02,72715550.7299999,72715550.7299999,ACH,CAD
2025-01-28,Settlement from PayPal,Processor Payout Batch,SET-20250124-PayPal-N/A-EUR,,0,0,0,137454.06,137454.06,137454.06,72853004.7899999,72853004.7899999,ACH,EUR
2025-01-28,Settlement from PayPal,Processor Payout Batch,SET-20250124-PayPal-N/A-GBP,,0,0,0,86935.93,86935.93,86935.93,72939940.71999991,72939940.71999991,ACH,GBP
2025-01-28,Settlement from PayPal,Processor Payout Batch,SET-20250124-PayPal-N/A-USD,,0,0,0,648021.61,648021.61,648021.61,73587962.32999991,73587962.32999991,ACH,USD
2025-01-28,Settlement from ClientLine,Processor Payout Batch,SET-20250124-ClientLine-Visa-USD,,0,0,0,177339.02,177339.02,177339.02,73765301.3499999,73765301.3499999,ACH,USD
2025-01-28,Settlement from PayPal,Processor Payout Batch,SET-20250124-PayPal-N/A-AUD,,0,0,0,50775.18,50775.18,50775.18,73816076.52999991,73816076.52999991,ACH,AUD
2025-01-28,Settlement from ClientLine,Processor Payout Batch,SET-20250124-ClientLine-Visa-GBP,,0,0,0,35333.51,35333.51,35333.51,73851410.03999992,73851410.03999992,ACH,GBP
2025-01-28,Settlement from ClientLine,Processor Payout Batch,SET-20250124-ClientLine-Mastercard-AUD,,0,0,0,24962.2,24962.2,24962.2,73876372.23999992,73876372.23999992,ACH,AUD
2025-01-28,Settlement from ClientLine,Processor Payout Batch,SET-20250124-ClientLine-Visa-CAD,,0,0,0,33137.67,33137.67,33137.67,73909509.90999992,73909509.90999992,ACH,CAD
2025-01-28,Settlement from ClientLine,Processor Payout Batch,SET-20250124-ClientLine-Visa-EUR,,0,0,0,34799.31,34799.31,34799.31,73944309.21999992,73944309.21999992,ACH,EUR
2025-01-28,Settlement from Amex,Processor Payout Batch,SET-20250124-Amex-Amex-CAD,,0,0,0,27859.84,27859.84,27859.84,73972169.05999993,73972169.05999993,ACH,CAD
2025-01-28,Settlement from Amex,Processor Payout Batch,SET-20250124-Amex-Amex-EUR,,0,0,0,52736.37,52736.37,52736.37,74024905.42999993,74024905.42999993,ACH,EUR
2025-01-28,Settlement from Amex,Processor Payout Batch,SET-20250124-Amex-Amex-GBP,,0,0,0,21787.71,21787.71,21787.71,74046693.13999993,74046693.13999993,ACH,GBP
2025-01-28,Settlement from Amex,Processor Payout Batch,SET-20250124-Amex-Amex-USD,,0,0,0,236882.34,236882.34,236882.34,74283575.47999993,74283575.47999993,ACH,USD
2025-01-28,Settlement from Amex,Processor Payout Batch,SET-20250124-Amex-Amex-AUD,,0,0,0,26970.87,26970.87,26970.87,74310546.34999993,74310546.34999993,ACH,AUD
2025-01-28,Settlement from ClientLine,Processor Payout Batch,SET-20250124-ClientLine-Mastercard-CAD,,0,0,0,15867.86,15867.86,15867.86,74326414.20999993,74326414.20999993,ACH,CAD
2025-01-28,Settlement from ClientLine,Processor Payout Batch,SET-20250124-ClientLine-Mastercard-EUR,,0,0,0,46643.42,46643.42,46643.42,74373057.62999994,74373057.62999994,ACH,EUR
2025-01-28,Settlement from ClientLine,Processor Payout Batch,SET-20250124-ClientLine-Mastercard-GBP,,0,0,0,32307.88,32307.88,32307.88,74405365.50999993,74405365.50999993,ACH,GBP
2025-01-28,Settlement from ClientLine,Processor Payout Batch,SET-20250124-ClientLine-Mastercard-USD,,0,0,0,200211.38,200211.38,200211.38,74605576.88999993,74605576.88999993,ACH,USD
2025-01-28,Settlement from ClientLine,Processor Payout Batch,SET-20250124-ClientLine-Visa-AUD,,0,0,0,20375.63,20375.63,20375.63,74625952.51999992,74625952.51999992,ACH,AUD
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250127-ClientLine-Mastercard-USD,,0,0,0,192337.69,192337.69,192337.69,74818290.20999992,74818290.20999992,ACH,USD
2025-01-29,Settlement from Amex,Processor Payout Batch,SET-20250127-Amex-Amex-CAD,,0,0,0,9731.6,9731.6,9731.6,74828021.80999991,74828021.80999991,ACH,CAD
2025-01-29,Settlement from Amex,Processor Payout Batch,SET-20250127-Amex-Amex-EUR,,0,0,0,43221.94,43221.94,43221.94,74871243.74999991,74871243.74999991,ACH,EUR
2025-01-29,Settlement from Amex,Processor Payout Batch,SET-20250127-Amex-Amex-GBP,,0,0,0,37161.28,37161.28,37161.28,74908405.02999991,74908405.02999991,ACH,GBP
2025-01-29,Settlement from Amex,Processor Payout Batch,SET-20250127-Amex-Amex-USD,,0,0,0,197597.29,197597.29,197597.29,75106002.31999992,75106002.31999992,ACH,USD
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250127-ClientLine-Mastercard-AUD,,0,0,0,29303.07,29303.07,29303.07,75135305.38999991,75135305.38999991,ACH,AUD
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250127-ClientLine-Mastercard-CAD,,0,0,0,17084.97,17084.97,17084.97,75152390.35999991,75152390.35999991,ACH,CAD
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250127-ClientLine-Mastercard-EUR,,0,0,0,57003.87,57003.87,57003.87,75209394.22999991,75209394.22999991,ACH,EUR
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250127-ClientLine-Mastercard-GBP,,0,0,0,20708.76,20708.76,20708.76,75230102.98999992,75230102.98999992,ACH,GBP
2025-01-29,Settlement from Amex,Processor Payout Batch,SET-20250127-Amex-Amex-AUD,,0,0,0,31310.46,31310.46,31310.46,75261413.44999991,75261413.44999991,ACH,AUD
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250127-ClientLine-Visa-AUD,,0,0,0,28729.36,28729.36,28729.36,75290142.80999991,75290142.80999991,ACH,AUD
2025-01-29,Settlement from GoCardless,Processor Payout Batch,SET-20250127-GoCardless-N/A-CAD,,0,0,0,68554.42,68554.42,68554.42,75358697.22999991,75358697.22999991,ACH,CAD
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250127-ClientLine-Visa-EUR,,0,0,0,70620.45,70620.45,70620.45,75429317.67999992,75429317.67999992,ACH,EUR
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250127-ClientLine-Visa-GBP,,0,0,0,36300.57,36300.57,36300.57,75465618.24999991,75465618.24999991,ACH,GBP
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250127-ClientLine-Visa-USD,,0,0,0,191673.14,191673.14,191673.14,75657291.38999991,75657291.38999991,ACH,USD
2025-01-29,Settlement from GoCardless,Processor Payout Batch,SET-20250127-GoCardless-N/A-AUD,,0,0,0,80982.58,80982.58,80982.58,75738273.96999991,75738273.96999991,ACH,AUD
2025-01-29,Settlement from GoCardless,Processor Payout Batch,SET-20250127-GoCardless-N/A-EUR,,0,0,0,182783.23,182783.23,182783.23,75921057.19999991,75921057.19999991,ACH,EUR
2025-01-29,Settlement from GoCardless,Processor Payout Batch,SET-20250127-GoCardless-N/A-GBP,,0,0,0,106361.65,106361.65,106361.65,76027418.84999992,76027418.84999992,ACH,GBP
2025-01-29,Settlement from GoCardless,Processor Payout Batch,SET-20250127-GoCardless-N/A-USD,,0,0,0,677733.74,677733.74,677733.74,76705152.58999991,76705152.58999991,ACH,USD
2025-01-29,Settlement from PayPal,Processor Payout Batch,SET-20250127-PayPal-N/A-AUD,,0,0,0,71410.69,71410.69,71410.69,76776563.27999991,76776563.27999991,ACH,AUD
2025-01-29,Settlement from PayPal,Processor Payout Batch,SET-20250127-PayPal-N/A-CAD,,0,0,0,61797.22,61797.22,61797.22,76838360.49999991,76838360.49999991,ACH,CAD
2025-01-29,Settlement from PayPal,Processor Payout Batch,SET-20250127-PayPal-N/A-USD,,0,0,0,559477.66,559477.66,559477.66,77397838.1599999,77397838.1599999,ACH,USD
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250127-ClientLine-Visa-CAD,,0,0,0,17384.81,17384.81,17384.81,77415222.96999991,77415222.96999991,ACH,CAD
2025-01-29,Settlement from PayPal,Processor Payout Batch,SET-20250125-PayPal-N/A-USD,,0,0,0,671852.85,671852.85,671852.85,78087075.8199999,78087075.8199999,ACH,USD
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250125-ClientLine-Mastercard-AUD,,0,0,0,48924.48,48924.48,48924.48,78136000.29999991,78136000.29999991,ACH,AUD
2025-01-29,Settlement from PayPal,Processor Payout Batch,SET-20250125-PayPal-N/A-EUR,,0,0,0,133639.24,133639.24,133639.24,78269639.5399999,78269639.5399999,ACH,EUR
2025-01-29,Settlement from PayPal,Processor Payout Batch,SET-20250125-PayPal-N/A-AUD,,0,0,0,100362.06,100362.06,100362.06,78370001.5999999,78370001.5999999,ACH,AUD
2025-01-29,Settlement from GoCardless,Processor Payout Batch,SET-20250125-GoCardless-N/A-USD,,0,0,0,661900.67,661900.67,661900.67,79031902.2699999,79031902.2699999,ACH,USD
2025-01-29,Settlement from GoCardless,Processor Payout Batch,SET-20250125-GoCardless-N/A-GBP,,0,0,0,116786.45,116786.45,116786.45,79148688.71999991,79148688.71999991,ACH,GBP
2025-01-29,Settlement from GoCardless,Processor Payout Batch,SET-20250125-GoCardless-N/A-EUR,,0,0,0,175183.4,175183.4,175183.4,79323872.11999992,79323872.11999992,ACH,EUR
2025-01-29,Settlement from GoCardless,Processor Payout Batch,SET-20250125-GoCardless-N/A-CAD,,0,0,0,86009.99,86009.99,86009.99,79409882.10999991,79409882.10999991,ACH,CAD
2025-01-29,Settlement from GoCardless,Processor Payout Batch,SET-20250125-GoCardless-N/A-AUD,,0,0,0,59320.77,59320.77,59320.77,79469202.8799999,79469202.8799999,ACH,AUD
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250125-ClientLine-Visa-USD,,0,0,0,201724.15,201724.15,201724.15,79670927.02999991,79670927.02999991,ACH,USD
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250125-ClientLine-Visa-GBP,,0,0,0,32682.14,32682.14,32682.14,79703609.16999991,79703609.16999991,ACH,GBP
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250125-ClientLine-Visa-EUR,,0,0,0,35856.17,35856.17,35856.17,79739465.33999991,79739465.33999991,ACH,EUR
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250125-ClientLine-Visa-CAD,,0,0,0,35029.73,35029.73,35029.73,79774495.06999992,79774495.06999992,ACH,CAD
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250125-ClientLine-Visa-AUD,,0,0,0,18415.56,18415.56,18415.56,79792910.62999992,79792910.62999992,ACH,AUD
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250125-ClientLine-Mastercard-USD,,0,0,0,210613.7,210613.7,210613.7,80003524.32999992,80003524.32999992,ACH,USD
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250125-ClientLine-Mastercard-GBP,,0,0,0,25217.42,25217.42,25217.42,80028741.74999993,80028741.74999993,ACH,GBP
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250125-ClientLine-Mastercard-EUR,,0,0,0,39528.85,39528.85,39528.85,80068270.59999992,80068270.59999992,ACH,EUR
2025-01-29,Settlement from ClientLine,Processor Payout Batch,SET-20250125-ClientLine-Mastercard-CAD,,0,0,0,24609.64,24609.64,24609.64,80092880.23999992,80092880.23999992,ACH,CAD
2025-01-29,Settlement from PayPal,Processor Payout Batch,SET-20250127-PayPal-N/A-EUR,,0,0,0,134411.03,134411.03,134411.03,80227291.26999992,80227291.26999992,ACH,EUR
2025-01-29,Settlement from Amex,Processor Payout Batch,SET-20250125-Amex-Amex-USD,,0,0,0,217956.97,217956.97,217956.97,80445248.23999992,80445248.23999992,ACH,USD
2025-01-29,Settlement from Amex,Processor Payout Batch,SET-20250125-Amex-Amex-GBP,,0,0,0,30953.6,30953.6,30953.6,80476201.83999991,80476201.83999991,ACH,GBP
2025-01-29,Settlement from Amex,Processor Payout Batch,SET-20250125-Amex-Amex-EUR,,0,0,0,46210.32,46210.32,46210.32,80522412.1599999,80522412.1599999,ACH,EUR
2025-01-29,Settlement from Amex,Processor Payout Batch,SET-20250125-Amex-Amex-CAD,,0,0,0,41614.74,41614.74,41614.74,80564026.8999999,80564026.8999999,ACH,CAD
2025-01-29,Settlement from Amex,Processor Payout Batch,SET-20250125-Amex-Amex-AUD,,0,0,0,32767.29,32767.29,32767.29,80596794.18999991,80596794.18999991,ACH,AUD
2025-01-29,Settlement from PayPal,Processor Payout Batch,SET-20250125-PayPal-N/A-CAD,,0,0,0,72949.19,72949.19,72949.19,80669743.3799999,80669743.3799999,ACH,CAD
2025-01-29,Settlement from PayPal,Processor Payout Batch,SET-20250125-PayPal-N/A-GBP,,0,0,0,99690.26,99690.26,99690.26,80769433.63999991,80769433.63999991,ACH,GBP
2025-01-29,Settlement from PayPal,Processor Payout Batch,SET-20250127-PayPal-N/A-GBP,,0,0,0,96364.21,96364.21,96364.21,80865797.8499999,80865797.8499999,ACH,GBP
2025-01-30,Settlement from Amex,Processor Payout Batch,SET-20250128-Amex-Amex-CAD,,0,0,0,28052.08,28052.08,28052.08,80893849.9299999,80893849.9299999,ACH,CAD
2025-01-30,Settlement from PayPal,Processor Payout Batch,SET-20250128-PayPal-N/A-GBP,,0,0,0,114203.6,114203.6,114203.6,81008053.5299999,81008053.5299999,ACH,GBP
2025-01-30,Settlement from PayPal,Processor Payout Batch,SET-20250128-PayPal-N/A-EUR,,0,0,0,140609.7,140609.7,140609.7,81148663.2299999,81148663.2299999,ACH,EUR
2025-01-30,Settlement from PayPal,Processor Payout Batch,SET-20250128-PayPal-N/A-CAD,,0,0,0,74047.28,74047.28,74047.28,81222710.5099999,81222710.5099999,ACH,CAD
2025-01-30,Settlement from PayPal,Processor Payout Batch,SET-20250128-PayPal-N/A-AUD,,0,0,0,42362.41,42362.41,42362.41,81265072.9199999,81265072.9199999,ACH,AUD
2025-01-30,Settlement from GoCardless,Processor Payout Batch,SET-20250128-GoCardless-N/A-USD,,0,0,0,687151.1,687151.1,687151.1,81952224.01999989,81952224.01999989,ACH,USD
2025-01-30,Settlement from GoCardless,Processor Payout Batch,SET-20250128-GoCardless-N/A-EUR,,0,0,0,105014.3,105014.3,105014.3,82057238.31999989,82057238.31999989,ACH,EUR
2025-01-30,Settlement from GoCardless,Processor Payout Batch,SET-20250128-GoCardless-N/A-CAD,,0,0,0,81201.29,81201.29,81201.29,82138439.6099999,82138439.6099999,ACH,CAD
2025-01-30,Settlement from GoCardless,Processor Payout Batch,SET-20250128-GoCardless-N/A-AUD,,0,0,0,101616.31,101616.31,101616.31,82240055.9199999,82240055.9199999,ACH,AUD
2025-01-30,Settlement from ClientLine,Processor Payout Batch,SET-20250128-ClientLine-Visa-USD,,0,0,0,248949.35,248949.35,248949.35,82489005.26999989,82489005.26999989,ACH,USD
2025-01-30,Settlement from ClientLine,Processor Payout Batch,SET-20250128-ClientLine-Visa-GBP,,0,0,0,22919.51,22919.51,22919.51,82511924.7799999,82511924.7799999,ACH,GBP
2025-01-30,Settlement from ClientLine,Processor Payout Batch,SET-20250128-ClientLine-Visa-EUR,,0,0,0,73207.13,73207.13,73207.13,82585131.90999989,82585131.90999989,ACH,EUR
2025-01-30,Settlement from ClientLine,Processor Payout Batch,SET-20250128-ClientLine-Visa-CAD,,0,0,0,24631.34,24631.34,24631.34,82609763.2499999,82609763.2499999,ACH,CAD
2025-01-30,Settlement from ClientLine,Processor Payout Batch,SET-20250128-ClientLine-Visa-AUD,,0,0,0,20998.22,20998.22,20998.22,82630761.4699999,82630761.4699999,ACH,AUD
2025-01-30,Settlement from ClientLine,Processor Payout Batch,SET-20250128-ClientLine-Mastercard-USD,,0,0,0,188570.47,188570.47,188570.47,82819331.9399999,82819331.9399999,ACH,USD
